source,subject,setting,region,frame_a,frame_b,current_max_rotation_deg,current_max_acc_difference_m_s2,reference_pose_gap_deg,large_pose_gap,annotation_status,pose_semantics
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3180,4470,19.56110554618089,1.113597651876291,35.97677789464299,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,1380,3810,19.21180548421014,1.9322201482633017,33.89005565651879,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,7170,7770,15.625182041351074,1.9800537784471544,32.128588994231976,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2520,6690,17.464783200976964,1.9443010971481927,31.968460643822795,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,840,3390,19.779808539455566,1.756816641647296,31.306494166501416,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,1920,2280,19.062282157399498,1.6736934063832334,30.656571360741204,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,510,3120,19.79353785667566,1.9437630521798912,30.049646493792665,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,1380,2130,16.696726857243494,1.820104874270682,30.02197911355612,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2910,4500,19.096405173087792,1.3300130461345545,28.96538358734958,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2310,3930,18.182555926113135,1.4430542896377363,28.041888826258045,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3300,5640,18.26425207038243,1.393540685421116,27.22405145420744,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,1920,2580,18.368200830330938,1.9882505668851416,27.165249372606233,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3600,4500,18.948354043430772,1.2459520792247323,26.91118394284213,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2400,2910,19.45781268815153,1.8899299722050442,26.31210944516557,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2310,4380,19.78344923995868,1.4355321342754994,26.22388243467874,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2910,4260,18.03954146320888,1.932676333668001,26.027018269249858,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2130,2910,15.882319618352858,1.9327981713671314,25.940248507214175,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3390,4140,17.71656056701347,1.8441354072088023,25.737397988402453,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,1920,3870,18.45180193170269,1.7091893209261544,25.618448932880458,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3180,3960,17.942423297145858,1.1261957049471032,25.065973674412444,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3300,6120,19.62145453059483,1.1404235203756046,25.051925548269544,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3270,6690,17.87107764102243,1.938619233943543,24.964588621009426,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,1020,3390,18.579409711844765,1.3457748851944444,24.64629897855364,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,4770,5880,19.205217687947496,1.5671570707550202,24.498397844964696,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3360,6690,17.27487286017757,1.985354066980334,24.363910270982863,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3180,4290,16.815734304592773,1.1122066382993663,24.198143381268494,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3390,4500,14.142372210921613,1.2734089305832246,23.95284945461229,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,990,2880,18.966609116570783,1.9077771917559148,23.717224808433677,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2910,3930,14.83403467235871,1.4512544981658038,23.518329361601694,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2220,3990,19.218266552590666,1.5511738710144816,23.512223807236797,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3450,4440,18.940345423525446,1.7808761755998122,23.483289769147355,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,630,3360,19.98891478794962,1.9176968340506673,22.99363671891746,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2790,4320,18.76973980617309,1.8333342522684366,22.971658455198387,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2220,2820,19.060562808166676,1.9649887893722642,22.94153179526141,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3180,6060,19.342130789738903,1.7190184968992872,22.89304926999062,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2790,3930,17.41083694019148,1.393039435586258,22.78221905243966,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,5400,5880,17.672275997394404,1.733363938030199,22.74328694677792,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,2310,7170,17.8138236889257,1.8072508536354568,22.570365605447613,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2310,4200,18.15656066052574,1.2729106698398478,22.369382183830595,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2790,3870,19.399747738908214,1.8234437861655721,22.212069570381747,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,2460,7170,15.830973337426526,1.6816174690778876,22.209850818687276,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,2070,7170,17.541346295560206,1.1703926152938828,22.209123152761794,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,2340,7170,16.60478390185597,1.2383555985344017,22.150472696476857,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3600,5730,18.23329508884623,1.4465140003562493,21.990529770776483,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2310,3000,19.133410206731032,1.3860808595238006,21.929107584569024,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3270,3810,13.72441871261817,1.081766733143872,21.648500892677475,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3600,3930,13.348011307752698,1.329976964533981,21.595276974408453,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,2610,7170,15.743047279179686,1.2068462987083997,21.483840981460745,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,2730,7170,16.622387571712505,1.7373478985554567,21.47259020300776,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3600,4320,16.77915557529506,1.9010747697867436,21.458301024539914,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3270,4800,15.03131753552721,1.3523746215325814,21.342551114451336,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2310,3120,15.621118511164797,1.733391038796636,21.23292341170691,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3450,3810,12.712376198550135,1.1662531228965343,21.2184004715564,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3450,4800,16.94382908244288,1.4113664550019798,21.199593143518378,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,3480,4500,18.293752166787723,1.8124021900986107,21.147600040202576,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2790,4380,18.51408685813413,1.5853375847005908,21.126981509187658,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,1350,7170,15.91784059679979,1.890792690098968,21.10548435329718,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,780,7170,18.989939203736693,1.6452258650593488,21.06792602290272,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,3300,4020,12.87870393968834,1.7138827006995936,20.99825751223217,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,510,7170,14.802566580348124,1.7014026921566616,20.963768885459864,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2940,3360,19.587993813964804,1.8887103228705455,20.888144558659405,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,630,7170,19.20167373194045,1.7959523228848666,20.8322590846771,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,1500,7170,19.252866905771324,1.783807932995901,20.82535586796113,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2190,3990,19.272230195945838,1.2480672276085392,20.813576517105588,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2640,3990,18.31098065389885,1.625194197728707,20.663447446835058,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2280,3360,19.50384995138183,1.3317737462451171,20.6032371253297,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_07/02.pkl,s_07,sensitivity_looser,hip_knee,930,7170,17.529038293840603,1.6448775284124955,20.5874860864854,True,unreviewed_posthoc_reference_selected,unknown
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/DIP_IMU/s_08/02.pkl,s_08,sensitivity_looser,hip_knee,2190,4500,19.038418795510765,1.9471075043210673,20.346917078717954,True,unreviewed_posthoc_reference_selected,unknown
